customer_id,cluster,Churn_Flag,Customer_Age,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Ct_Chng_Q4_Q1,Total_Trans_Ct
2246,1,0,44,0,36,5,3,2,10110.0,1229,8881.0,0.65,4063,0.48,74
2247,2,0,34,1,28,4,3,4,2707.0,2036,671.0,0.827,1926,0.941,33
2248,1,0,37,1,32,4,1,3,4397.0,2007,2390.0,0.892,2473,1.136,47
2249,2,0,33,2,21,3,3,2,5795.0,0,5795.0,0.746,2322,0.585,65
2250,1,0,40,4,23,6,3,2,9760.0,1657,8103.0,1.134,4542,0.87,86
2251,1,0,51,2,40,3,2,0,6103.0,0,6103.0,0.532,3203,0.829,64
2252,2,0,65,1,56,6,2,2,2246.0,1326,920.0,0.543,1429,0.455,32
2253,2,0,46,3,35,6,3,4,4930.0,0,4930.0,1.019,3343,0.638,77
2254,2,0,27,0,16,4,1,2,3178.0,1118,2060.0,0.643,2010,0.55,31
2255,1,0,37,1,30,3,5,0,3003.0,1810,1193.0,0.719,3148,0.789,68
2256,1,0,34,1,25,4,3,3,2318.0,2069,249.0,1.399,2689,0.781,57
2257,2,0,34,0,17,4,1,4,2638.0,2092,546.0,0.591,1868,0.344,43
2258,2,0,35,1,36,3,2,4,2004.0,0,2004.0,0.681,1974,0.364,60
2259,1,0,55,2,49,4,1,1,2414.0,2276,138.0,0.567,2000,0.59,62
2260,2,0,60,0,45,5,2,4,1438.3,648,790.3,0.477,1267,1.077,27
2261,1,0,56,2,44,3,1,2,2043.0,1928,115.0,0.791,2311,0.839,57
2262,0,0,52,2,46,3,3,2,34516.0,2517,31999.0,0.685,3072,0.675,67
2263,2,0,45,4,36,3,1,3,3111.0,2290,821.0,1.612,1998,0.464,41
2264,2,0,56,1,48,6,3,4,2585.0,1207,1378.0,0.44,1590,0.32,33
2265,2,1,26,0,13,5,2,4,2469.0,2410,59.0,0.544,1027,0.176,20
2266,1,0,30,1,19,5,2,0,8744.0,1712,7032.0,0.895,2579,0.659,68
2267,2,0,34,3,23,5,1,4,4185.0,2517,1668.0,0.861,2179,0.774,55
2268,2,0,39,3,36,6,2,4,4759.0,1459,3300.0,1.24,2903,0.9,57
2269,0,0,36,3,36,6,2,4,24457.0,1300,23157.0,0.914,2739,0.912,65
2270,1,0,32,3,20,6,2,2,14244.0,1673,12571.0,0.699,2729,0.535,66
2271,2,1,48,4,28,3,3,4,6572.0,417,6155.0,0.584,1766,0.533,46
2272,0,0,50,2,34,5,3,2,23381.0,905,22476.0,0.645,4357,0.521,73
2273,1,0,39,2,26,5,3,2,3471.0,2517,954.0,0.743,1771,0.889,34
2274,1,0,61,0,51,4,2,1,2250.0,1041,1209.0,0.678,1339,0.867,28
2275,2,0,65,1,53,5,3,2,15965.0,2312,13653.0,0.59,1619,0.538,40
2276,1,0,45,1,36,6,2,2,9433.0,1578,7855.0,0.66,3910,0.653,81
2277,2,0,34,3,28,4,3,3,9180.0,1814,7366.0,0.628,2646,0.633,49
2278,2,0,37,3,36,4,2,4,8818.0,1437,7381.0,0.649,1865,0.938,31
2279,1,0,44,3,36,5,1,3,4066.0,1028,3038.0,0.972,3888,0.604,77
2280,1,0,56,1,36,6,1,1,9031.0,1535,7496.0,0.69,1602,0.591,35
2281,2,0,36,4,36,6,1,2,9887.0,994,8893.0,0.488,2552,0.455,64
2282,2,0,65,0,53,5,3,5,4161.0,2491,1670.0,0.41,1203,0.579,30
2283,2,0,26,0,15,6,3,3,2740.0,2069,671.0,0.418,1997,0.419,44
2284,2,1,26,0,13,1,2,4,6152.0,0,6152.0,0.391,968,0.533,23
2285,2,0,34,3,24,3,1,4,8167.0,1740,6427.0,1.455,2141,0.7,51
2286,0,0,51,2,41,6,2,4,23742.0,0,23742.0,0.769,3783,0.676,57
2287,0,0,57,3,50,6,3,4,16791.0,1181,15610.0,0.55,2983,0.682,74
2288,0,0,30,0,23,6,1,2,26783.0,1285,25498.0,0.59,2495,0.769,46
2289,0,0,35,1,27,3,3,4,25516.0,1363,24153.0,1.172,2317,0.727,38
2290,2,0,32,0,27,3,3,2,4815.0,1591,3224.0,1.409,2501,0.714,36
2291,1,0,62,1,36,5,2,2,3198.0,2308,890.0,0.724,1402,0.842,35
2292,2,1,32,1,23,1,3,3,2218.0,1696,522.0,0.367,730,0.429,20
2293,0,0,53,3,44,4,2,3,23462.0,2202,21260.0,0.571,1387,0.65,33
2294,2,0,55,3,36,5,4,4,2252.0,1737,515.0,0.685,1291,0.5,27
2295,2,0,26,1,36,4,3,3,2557.0,1990,567.0,0.575,2266,0.357,57
2296,2,1,35,0,25,5,3,4,2300.0,0,2300.0,0.877,1485,0.478,34
2297,1,0,31,0,26,3,1,1,3540.0,1173,2367.0,1.106,1912,0.667,45
2298,0,0,53,3,42,6,1,2,22938.0,1700,21238.0,0.636,3428,0.5,54
2299,2,0,45,2,34,5,1,3,13129.0,901,12228.0,0.825,2564,0.474,56
2300,0,0,39,3,36,5,3,2,34516.0,1900,32616.0,1.002,1668,0.714,36
2301,1,0,61,0,53,5,2,0,3396.0,802,2594.0,0.548,1418,0.5,36
2302,2,0,31,0,20,4,3,4,4712.0,955,3757.0,0.855,2568,0.59,62
2303,1,0,37,2,36,4,2,2,7638.0,947,6691.0,0.682,2336,0.611,58
2304,1,0,41,3,34,4,2,2,2624.0,1319,1305.0,0.768,4189,0.609,74
2305,2,0,58,3,52,5,2,5,17934.0,1578,16356.0,0.593,2005,0.778,48
2306,2,0,45,5,39,3,1,5,15198.0,2098,13100.0,0.8,3183,0.73,64
2307,2,0,57,4,47,5,3,4,3191.0,2517,674.0,0.719,1501,0.591,35
2308,1,0,35,1,25,6,3,2,6053.0,2001,4052.0,0.743,2208,0.595,59
2309,1,0,39,2,26,6,1,2,5510.0,2027,3483.0,0.898,1980,0.68,42
2310,2,0,55,3,40,4,3,1,12875.0,1119,11756.0,0.401,1624,0.429,40
2311,2,0,41,2,36,5,2,4,2602.0,1490,1112.0,0.66,3151,0.66,78
2312,1,0,55,0,51,4,3,1,2041.0,1885,156.0,0.587,2118,0.778,48
2313,2,0,52,2,45,3,3,3,2548.0,1683,865.0,0.75,2055,0.636,54
2314,2,0,57,2,49,6,3,1,4698.0,984,3714.0,0.373,1865,0.458,35
2315,2,0,40,3,31,5,2,4,2222.0,1551,671.0,0.932,3302,0.585,65
2316,2,0,47,4,36,3,3,4,8217.0,0,8217.0,0.678,1848,0.514,56
2317,2,0,42,4,36,4,3,3,10091.0,0,10091.0,1.121,3347,0.778,64
2318,0,0,39,3,34,4,3,5,19074.0,0,19074.0,0.804,3762,1.0,74
2319,0,0,39,4,34,3,3,2,34516.0,542,33974.0,0.866,3899,0.857,78
2320,2,0,36,3,29,5,2,4,12852.0,1945,10907.0,0.659,1606,0.941,33
2321,2,0,36,2,21,4,1,5,12763.0,2517,10246.0,1.631,2599,0.917,46
2322,1,0,29,0,19,6,2,4,2827.0,1430,1397.0,0.885,1608,1.308,30
2323,2,0,56,2,36,3,3,5,8242.0,0,8242.0,0.434,1559,0.467,44
2324,1,0,37,4,28,4,3,1,1825.0,1389,436.0,1.595,2878,0.636,54
2325,2,0,61,0,56,6,3,4,1438.3,0,1438.3,0.589,1448,0.292,31
2326,2,0,36,3,36,5,2,4,5497.0,1517,3980.0,0.624,1981,0.357,38
2327,1,0,51,1,45,5,2,2,6778.0,865,5913.0,0.992,3158,0.775,71
2328,2,1,46,3,36,2,3,4,4267.0,0,4267.0,0.862,1067,0.769,23
2329,1,0,31,0,22,4,2,1,3273.0,2517,756.0,1.465,2726,0.727,57
2330,1,0,33,2,25,5,2,2,9371.0,1541,7830.0,0.781,2518,0.971,67
2331,1,0,50,3,38,3,3,1,1438.3,663,775.3,0.384,2987,0.622,73
2332,2,1,57,3,36,1,4,2,8389.0,1960,6429.0,0.384,1334,0.407,38
2333,0,0,65,0,56,3,2,2,28410.0,1608,26802.0,0.913,2278,1.139,77
2334,1,0,48,2,29,3,2,1,6168.0,2371,3797.0,0.668,4303,0.509,80
2335,1,0,57,3,40,3,3,1,2111.0,966,1145.0,0.923,3871,0.706,87
2336,2,0,63,1,49,3,1,3,3141.0,1819,1322.0,0.497,1539,0.522,35
2337,2,0,50,2,40,6,2,5,8307.0,2517,5790.0,1.743,2293,0.8,36
2338,0,0,39,3,31,4,2,3,30753.0,1661,29092.0,0.681,1780,0.941,33
2339,2,0,39,2,26,3,1,4,2731.0,1573,1158.0,0.943,1813,0.727,38
2340,2,0,39,4,31,6,1,4,2890.0,0,2890.0,0.545,2040,0.44,36
2341,0,0,52,1,44,6,1,2,34516.0,0,34516.0,1.03,2848,0.75,56
2342,1,0,37,1,26,6,3,1,8058.0,1176,6882.0,1.164,2774,0.625,52
2343,2,0,50,2,45,6,1,4,5660.0,2401,3259.0,0.779,1932,0.346,35
2344,2,0,59,0,36,6,4,5,4230.0,1366,2864.0,0.63,1480,0.458,35
2345,2,0,38,2,36,4,3,4,9515.0,0,9515.0,0.79,4642,0.605,61
2346,2,0,65,0,36,3,3,3,10962.0,1559,9403.0,0.708,2724,0.651,71
2347,0,0,57,1,36,6,2,4,23848.0,1967,21881.0,0.462,1591,0.72,43
2348,1,0,65,0,56,3,3,2,10144.0,1295,8849.0,0.758,1234,1.182,24
2349,2,0,38,4,22,4,3,4,2997.0,1969,1028.0,1.235,2807,0.714,60
2350,2,0,41,2,35,6,3,3,2647.0,620,2027.0,0.664,2262,0.424,47
2351,2,0,55,2,47,3,1,2,4580.0,1300,3280.0,0.519,1694,0.7,34
2352,2,0,28,0,13,4,1,2,2608.0,1630,978.0,0.521,1822,0.32,33
2353,0,0,31,2,24,6,3,3,34516.0,1180,33336.0,0.801,2329,0.605,69
2354,1,0,39,2,19,5,3,1,3156.0,2095,1061.0,1.281,2739,0.75,56
2355,0,0,44,3,31,5,2,0,24936.0,2053,22883.0,0.716,1810,0.727,38
2356,0,0,55,3,42,3,2,1,26101.0,614,25487.0,0.397,1472,0.412,48
2357,2,0,57,3,45,6,3,4,14270.0,0,14270.0,0.398,1222,0.423,37
2358,0,0,28,0,21,5,3,5,25618.0,1209,24409.0,1.228,2157,1.882,49
2359,2,0,35,2,21,5,1,2,3230.0,2517,713.0,0.677,1914,0.348,31
2360,1,0,46,4,38,3,3,3,8881.0,1865,7016.0,1.279,2632,1.077,54
2361,2,0,65,1,51,3,3,5,11037.0,1491,9546.0,0.651,2429,0.75,63
2362,2,0,50,2,44,6,2,5,16763.0,0,16763.0,0.88,3626,0.683,69
2363,1,0,31,0,21,6,2,2,2621.0,1461,1160.0,0.775,2718,0.775,71
2364,2,0,49,2,43,3,3,5,4939.0,1190,3749.0,0.557,3764,0.524,64
2365,2,0,50,3,32,5,3,4,4419.0,1218,3201.0,0.879,4535,0.562,75
2366,2,0,44,4,39,5,1,4,9235.0,1796,7439.0,0.958,1739,0.448,42
2367,2,0,63,1,56,6,1,3,3055.0,1685,1370.0,0.541,1405,0.481,40
2368,0,0,41,1,35,6,2,3,19412.0,770,18642.0,0.755,1576,0.952,41
2369,2,0,56,1,36,6,1,3,12786.0,1880,10906.0,0.702,1205,0.462,19
2370,2,0,55,1,36,4,2,3,4666.0,1275,3391.0,0.397,1281,0.75,28
2371,2,0,48,4,38,4,3,3,4894.0,1505,3389.0,0.78,3277,0.558,67
2372,0,0,35,2,36,4,2,3,27389.0,1250,26139.0,0.641,2754,0.463,60
2373,1,0,30,0,18,6,3,2,2132.0,797,1335.0,0.779,3265,0.574,74
2374,2,0,37,3,24,5,3,2,6590.0,0,6590.0,0.714,2449,0.634,67
2375,2,0,53,2,36,6,1,3,3176.0,1470,1706.0,0.388,1634,0.472,53
2376,2,0,37,1,27,4,1,3,4288.0,2349,1939.0,0.718,2591,0.541,57
2377,0,0,65,0,56,5,3,5,20130.0,2355,17775.0,0.716,2444,0.633,49
2378,1,0,48,2,43,3,3,2,5945.0,1685,4260.0,0.9,3598,0.718,67
2379,2,0,37,1,17,3,1,4,3350.0,0,3350.0,1.316,2849,0.694,61
2380,1,0,35,1,26,4,3,2,4008.0,1841,2167.0,1.504,2794,1.148,58
2381,1,0,35,3,27,3,3,2,5780.0,938,4842.0,0.988,2960,0.757,65
2382,1,0,49,2,38,4,1,2,2497.0,1674,823.0,0.701,2922,0.963,53
2383,2,0,26,0,13,3,3,4,10286.0,2286,8000.0,0.671,2564,0.462,57
2384,2,0,58,1,36,3,1,3,2347.0,2163,184.0,0.615,1631,0.29,40
2385,0,0,29,2,18,4,1,2,23125.0,1236,21889.0,0.995,2536,0.865,69
2386,1,0,58,2,43,6,2,2,3034.0,2517,517.0,0.63,1617,1.417,29
2387,1,0,33,2,23,3,4,3,7081.0,1874,5207.0,0.699,2249,1.35,47
2388,2,0,36,2,28,5,1,3,6824.0,1873,4951.0,0.563,1933,0.655,48
2389,2,0,47,3,36,4,3,4,1438.3,772,666.3,1.451,2250,0.905,40
2390,1,0,41,2,29,3,2,2,2683.0,1738,945.0,0.745,2274,0.733,52
2391,1,0,46,4,40,5,2,1,12280.0,985,11295.0,0.841,4263,1.0,70
2392,2,0,58,4,36,3,2,2,14607.0,1480,13127.0,0.346,1393,0.462,38
2393,2,0,53,1,48,4,3,3,2267.0,1469,798.0,0.716,3709,0.684,64
2394,2,0,54,3,36,6,2,4,2556.0,2260,296.0,0.487,1401,0.579,30
2395,1,0,39,1,34,4,1,2,12512.0,666,11846.0,0.914,2995,0.875,60
2396,1,0,49,2,39,3,2,2,11332.0,946,10386.0,0.857,3806,0.667,65
2397,2,0,35,3,23,3,3,4,3073.0,526,2547.0,0.702,1944,0.618,55
2398,0,0,47,3,27,6,3,3,34516.0,2315,32201.0,0.599,1805,0.704,46
2399,2,0,38,3,34,6,3,3,5323.0,2301,3022.0,0.68,1783,0.65,33
2400,1,0,56,1,44,3,1,0,9078.0,1501,7577.0,0.51,1543,0.545,34
2401,0,0,56,2,46,4,1,3,27029.0,1347,25682.0,0.381,1302,0.421,27
2402,2,0,38,3,25,5,1,4,9859.0,1305,8554.0,0.722,4345,0.674,72
2403,2,1,46,3,39,1,4,3,4026.0,243,3783.0,0.738,1102,0.8,27
2404,1,0,37,1,25,3,2,3,2608.0,1799,809.0,0.732,2565,0.636,72
2405,2,0,63,0,36,4,1,4,3552.0,2517,1035.0,0.465,1342,1.0,26
2406,1,0,65,1,56,6,2,2,4613.0,1619,2994.0,0.697,2328,0.722,62
2407,1,0,38,4,27,5,2,4,10386.0,1909,8477.0,1.43,2119,1.08,52
2408,0,0,45,4,39,4,1,2,34516.0,1298,33218.0,0.757,1906,0.773,39
2409,2,0,26,0,36,5,2,3,2657.0,1611,1046.0,0.599,2349,0.464,41
2410,2,0,58,2,44,4,2,3,5031.0,1327,3704.0,0.553,1433,0.889,34
2411,0,1,48,3,36,5,2,4,34516.0,787,33729.0,0.763,1312,0.6,32
2412,2,0,26,0,16,6,2,4,1612.0,835,777.0,0.588,2148,0.379,40
2413,2,0,48,3,43,6,2,2,2423.0,1773,650.0,0.574,2038,0.362,64
2414,2,1,33,3,36,6,3,5,7140.0,0,7140.0,0.401,916,0.2,18
2415,2,0,62,0,51,3,3,2,3377.0,948,2429.0,0.461,1407,0.467,44
2416,0,1,55,3,41,1,3,4,34516.0,2408,32108.0,0.796,1187,0.6,40
2417,1,0,40,2,29,4,3,2,2295.0,0,2295.0,0.699,3292,0.824,62
2418,1,0,46,2,41,3,3,2,3150.0,1543,1607.0,0.998,3432,0.972,71
2419,2,0,58,1,36,3,2,5,2165.0,1135,1030.0,0.707,1541,0.833,33
2420,2,0,47,2,34,3,2,4,4249.0,1562,2687.0,0.773,1881,0.815,49
2421,2,0,50,2,41,6,1,3,2966.0,1433,1533.0,0.49,1986,0.613,50
2422,2,0,53,1,41,6,3,2,1612.0,744,868.0,0.636,1564,0.5,33
2423,1,0,45,3,36,3,1,3,14593.0,1504,13089.0,0.668,3447,0.895,72
2424,1,0,48,4,38,6,3,2,8327.0,1551,6776.0,0.463,4428,0.822,82
2425,0,0,43,3,37,6,1,2,34516.0,1580,32936.0,0.707,4149,0.755,86
2426,1,0,60,0,55,6,1,2,6479.0,1393,5086.0,0.468,1618,0.958,47
2427,0,0,56,2,41,4,1,3,18442.0,1470,16972.0,0.491,1281,0.8,36
2428,2,0,43,3,31,5,3,2,2800.0,2517,283.0,0.816,1994,0.64,41
2429,2,0,57,3,36,6,2,3,3032.0,2215,817.0,0.408,1387,0.579,30
2430,1,0,52,1,47,6,3,3,2151.0,1338,813.0,0.926,3446,1.0,58
2431,0,0,56,1,36,6,3,2,24073.0,1084,22989.0,0.847,1341,1.176,37
2432,0,1,43,1,37,4,2,3,25517.0,321,25196.0,0.769,2508,0.294,44
2433,1,0,38,3,32,3,1,2,7709.0,2227,5482.0,1.295,2520,0.848,61
2434,2,0,53,2,33,3,3,1,4065.0,2180,1885.0,0.321,1271,0.2,36
2435,2,0,52,1,35,3,2,4,13169.0,1499,11670.0,0.603,4370,0.537,83
2436,1,0,58,2,44,3,2,2,11811.0,2508,9303.0,0.476,1469,0.812,29
2437,2,0,34,3,36,3,6,1,7440.0,704,6736.0,0.551,2251,0.537,63
2438,2,0,36,1,20,5,1,2,12714.0,976,11738.0,0.649,2240,0.395,53
2439,2,0,55,0,35,5,1,3,3735.0,1978,1757.0,0.675,1749,0.577,41
2440,0,0,54,1,43,3,1,4,25882.0,1699,24183.0,0.428,1736,0.371,48
2441,1,0,36,2,36,4,3,1,3877.0,1495,2382.0,0.783,1942,0.75,42
2442,1,0,35,2,27,4,3,0,3280.0,1806,1474.0,0.963,2534,0.95,78
2443,2,0,53,2,36,5,1,3,11023.0,0,11023.0,0.539,1656,0.367,41
2444,1,0,48,3,36,4,2,2,6182.0,1131,5051.0,0.566,3546,0.615,63
2445,2,0,37,3,19,3,3,4,2186.0,1185,1001.0,0.998,2614,0.861,67
2446,0,0,45,3,39,3,1,0,17996.0,864,17132.0,0.597,1589,0.667,30
2447,2,0,54,1,43,6,2,3,2306.0,2200,106.0,0.697,2097,0.541,57
2448,0,0,38,2,30,4,3,4,26556.0,1583,24973.0,0.694,3168,0.738,73
2449,1,0,35,2,18,3,3,2,5779.0,2517,3262.0,1.201,2102,1.133,32
2450,1,0,36,1,30,6,1,2,5494.0,2078,3416.0,0.79,2661,0.871,58
2451,1,0,33,1,14,6,1,0,7571.0,2264,5307.0,0.696,2273,0.485,49
2452,1,0,28,1,14,4,3,1,2897.0,1398,1499.0,0.907,2698,0.872,73
2453,1,0,36,2,26,3,2,4,3131.0,2379,752.0,0.748,2315,0.853,63
2454,1,0,34,3,27,3,3,2,4274.0,2517,1757.0,0.666,2257,0.8,54
2455,2,0,55,0,36,4,6,4,4980.0,906,4074.0,0.721,2273,0.886,66
2456,2,0,61,0,48,3,3,3,3156.0,2155,1001.0,0.438,1376,0.571,44
2457,1,0,44,2,39,5,1,0,6861.0,2101,4760.0,0.464,3974,0.909,63
2458,0,0,54,1,46,3,3,2,15554.0,2497,13057.0,1.027,2836,0.605,61
2459,0,0,39,2,28,3,2,4,26570.0,1915,24655.0,1.454,2118,1.062,33
2460,0,0,51,1,36,3,2,4,22224.0,979,21245.0,1.255,3346,1.156,69
2461,1,0,47,2,41,6,2,4,10606.0,1713,8893.0,0.899,2694,0.906,61
2462,1,0,37,1,25,4,3,4,5865.0,2517,3348.0,1.348,2623,1.35,47
2463,2,0,47,3,36,5,2,3,5369.0,1854,3515.0,0.959,1898,0.786,50
2464,2,0,56,3,43,5,1,5,5188.0,753,4435.0,0.591,1540,0.429,30
2465,0,0,53,1,36,4,2,4,17742.0,1463,16279.0,0.803,3369,0.774,55
2466,2,0,62,0,48,5,1,5,2591.0,0,2591.0,0.601,2123,0.697,56
2467,2,0,58,3,48,6,2,3,2800.0,1834,966.0,0.615,1571,0.636,36
2468,2,0,57,1,36,3,2,2,6543.0,2260,4283.0,0.448,1519,0.632,31
2469,0,0,54,1,36,6,3,4,26053.0,829,25224.0,0.669,2768,0.628,70
2470,2,0,33,3,26,6,3,5,6316.0,1344,4972.0,0.823,2401,0.732,71
2471,1,0,54,1,41,3,2,4,4658.0,588,4070.0,0.856,1351,1.5,30
2472,2,0,30,0,22,3,3,3,6476.0,0,6476.0,0.551,2723,0.65,66
2473,2,0,36,2,36,6,2,5,8087.0,1263,6824.0,0.615,2429,0.643,69
2474,2,0,60,2,50,3,1,2,9033.0,845,8188.0,0.663,1661,0.4,35
2475,2,0,46,4,28,6,3,4,3206.0,0,3206.0,1.065,3253,0.532,72
2476,0,0,55,1,49,4,3,3,28751.0,2158,26593.0,0.536,1502,0.789,34
2477,2,0,55,1,47,3,3,3,2938.0,1995,943.0,0.514,1352,0.429,30
2478,1,0,31,0,25,5,2,2,5715.0,1741,3974.0,0.816,2324,1.03,67
2479,1,0,55,3,36,3,2,1,2111.0,1209,902.0,0.594,2803,0.605,61
2480,2,0,36,2,31,3,2,5,11862.0,2282,9580.0,0.837,2576,0.85,74
2481,1,0,34,2,36,3,3,2,2791.0,2160,631.0,0.825,2214,0.6,56
2482,2,0,33,1,36,3,2,4,6551.0,1440,5111.0,0.629,2429,0.453,77
2483,2,0,30,2,16,5,3,5,4533.0,1977,2556.0,0.664,2679,0.605,69
2484,2,0,54,2,36,5,3,0,1854.0,1528,326.0,0.444,1307,0.393,39
2485,2,0,53,2,43,6,1,3,6704.0,1354,5350.0,0.411,1331,0.364,30
2486,0,0,59,0,36,5,3,3,34516.0,1494,33022.0,1.229,3259,0.585,65
2487,1,0,41,2,32,6,3,2,5489.0,1513,3976.0,0.87,4085,0.548,65
2488,1,0,45,3,36,3,1,1,10619.0,607,10012.0,0.883,4074,0.477,65
2489,2,0,50,2,40,5,3,3,2481.0,1287,1194.0,0.465,1825,0.821,51
2490,2,0,57,2,47,4,4,1,5100.0,1970,3130.0,0.371,1032,0.368,26
2491,1,0,63,0,49,5,4,3,5905.0,726,5179.0,0.85,3982,0.857,65
2492,1,0,35,3,30,3,3,2,9293.0,0,9293.0,0.897,2314,1.034,59
2493,2,0,35,3,25,5,3,3,5240.0,1451,3789.0,1.198,2172,0.81,38
2494,2,0,53,3,40,6,2,5,4182.0,741,3441.0,0.885,1297,1.182,24
2495,1,0,33,4,24,6,2,2,9857.0,0,9857.0,0.699,3448,0.635,103
2496,0,0,38,2,33,3,1,4,20117.0,1226,18891.0,1.4,2906,1.0,58
2497,2,0,31,0,22,3,2,3,6012.0,0,6012.0,0.968,2801,0.674,72
2498,2,0,37,2,27,4,2,4,6369.0,0,6369.0,1.454,2675,1.136,47
2499,2,0,36,1,30,4,2,5,13005.0,2152,10853.0,1.424,3023,0.767,53
2500,2,1,39,3,36,3,2,3,1575.0,592,983.0,0.236,644,0.154,15
2501,2,0,58,0,39,5,3,3,6679.0,1207,5472.0,0.538,1649,0.381,29
2502,2,0,39,1,34,6,3,5,6458.0,1802,4656.0,0.923,2315,0.581,49
2503,0,0,61,0,48,3,2,4,20803.0,1446,19357.0,0.736,2073,0.654,43
2504,2,0,34,4,26,3,2,4,5540.0,1240,4300.0,0.843,1524,0.824,31
2505,2,0,55,3,36,4,3,4,2801.0,2403,398.0,0.884,1526,1.0,44
2506,2,0,50,2,40,4,3,5,2419.0,2380,39.0,0.695,4099,0.659,73
2507,2,0,33,3,24,6,3,3,5156.0,1427,3729.0,0.48,2057,0.421,54
2508,2,0,48,1,36,6,4,4,14228.0,1953,12275.0,0.651,1970,0.645,51
2509,2,0,63,0,51,3,3,4,10257.0,1021,9236.0,0.467,1508,0.429,30
2510,1,1,54,3,44,2,1,5,3032.0,0,3032.0,0.949,1037,2.5,14
2511,2,1,41,4,36,2,3,5,1438.3,312,1126.3,0.657,1786,0.733,26
2512,0,0,51,3,45,5,2,4,32096.0,0,32096.0,0.766,2619,0.917,69
2513,2,0,54,2,46,5,3,2,3014.0,794,2220.0,0.5,1488,0.579,30
2514,1,0,47,4,36,3,3,3,5762.0,1890,3872.0,0.938,3814,0.66,88
2515,1,0,52,3,45,5,1,3,2555.0,1701,854.0,1.492,3127,1.25,45
2516,0,0,34,5,28,3,3,2,34516.0,1731,32785.0,0.605,2421,0.575,63
2517,1,0,64,0,54,4,3,2,2140.0,1361,779.0,0.46,1280,1.0,34
2518,2,0,62,1,43,3,1,1,4760.0,0,4760.0,0.564,1459,0.538,20
2519,0,0,38,1,27,6,2,5,26372.0,1365,25007.0,1.394,2291,1.0,56
2520,1,0,52,2,43,5,2,2,8203.0,654,7549.0,0.588,2910,0.909,63
2521,2,0,35,2,24,5,2,3,2655.0,1527,1128.0,0.715,1921,0.444,26
2522,1,0,35,2,27,6,2,2,13655.0,1048,12607.0,0.509,2383,0.595,59
2523,2,0,54,1,48,6,1,5,12169.0,1935,10234.0,0.435,1599,0.652,38
2524,1,0,35,3,17,6,1,1,2956.0,1823,1133.0,0.969,2144,0.812,58
2525,1,0,35,0,18,6,2,3,2598.0,1645,953.0,0.765,2483,0.903,59
2526,1,0,36,3,36,5,2,2,10566.0,726,9840.0,0.893,2156,1.207,64
2527,1,0,33,3,36,6,1,2,8232.0,2259,5973.0,1.158,2849,1.31,67
2528,0,0,53,1,44,5,2,1,26365.0,680,25685.0,0.498,3411,0.789,68
2529,1,0,37,1,29,5,3,0,4671.0,1933,2738.0,0.986,2468,0.706,58
2530,1,0,35,3,28,4,3,2,14869.0,0,14869.0,1.624,2753,1.087,48
2531,2,0,59,1,36,6,2,2,2300.0,1965,335.0,0.596,1693,0.688,27
2532,2,0,47,1,28,6,1,4,2797.0,1802,995.0,0.675,3525,0.75,63
2533,1,0,48,3,30,5,2,1,2657.0,2115,542.0,0.688,3580,0.711,77
2534,2,0,58,2,46,6,1,3,9149.0,1806,7343.0,0.35,1220,0.333,36
2535,2,0,55,2,36,5,2,3,2629.0,1476,1153.0,0.537,1725,0.414,41
2536,2,0,37,2,17,6,3,3,3176.0,0,3176.0,0.652,2298,0.457,67
2537,0,0,57,2,42,6,1,0,21875.0,2517,19358.0,0.409,1327,0.409,31
2538,2,0,60,2,41,5,2,4,3007.0,1664,1343.0,0.34,1475,0.632,31
2539,0,0,50,1,40,4,2,4,17404.0,1745,15659.0,0.54,4491,0.66,78
2540,2,0,56,2,51,5,6,3,2863.0,2517,346.0,0.583,1458,0.696,39
2541,0,0,48,3,37,5,1,2,34516.0,2429,32087.0,0.742,3205,0.727,57
2542,1,0,40,4,30,4,1,1,13919.0,1266,12653.0,0.438,3699,0.523,67
2543,2,1,48,3,39,4,4,3,18672.0,2517,16155.0,0.799,1126,0.591,35
2544,1,0,50,1,36,6,2,2,4204.0,499,3705.0,0.635,4740,0.523,67
2545,2,0,61,1,36,3,2,4,6859.0,2489,4370.0,0.65,1617,1.0,26
2546,0,0,36,2,30,6,3,3,16050.0,1480,14570.0,1.326,3215,0.806,56
2547,0,0,46,5,32,5,2,2,34516.0,1024,33492.0,0.72,2436,0.651,71
2548,0,0,28,0,36,3,3,3,16766.0,1535,15231.0,1.042,3093,0.878,77
2549,0,0,49,5,30,3,2,1,20895.0,1808,19087.0,0.572,3210,0.667,65
2550,1,0,44,4,38,6,3,3,7881.0,2517,5364.0,0.738,3068,0.711,77
2551,2,0,57,5,50,4,2,3,13427.0,0,13427.0,0.521,1337,0.588,27
2552,1,0,37,2,36,3,3,2,2281.0,1677,604.0,1.027,2735,1.071,58
2553,2,0,57,2,52,6,2,4,10974.0,0,10974.0,0.591,1327,1.0,26
2554,2,1,33,1,36,1,3,4,8925.0,168,8757.0,0.447,741,0.429,10
2555,1,0,46,2,40,4,1,3,5265.0,0,5265.0,0.524,3281,0.744,68
