Customer_Age,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Has_Dependents,Total_Trans_Amt_log,Total_Revolving_Bal_log,Avg_Open_To_Buy_log,Credit_Limit_log,Total_Amt_Chng_Q4_Q1_log,Total_Ct_Chng_Q4_Q1_log,Gender_M,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_Unknown,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver,Tenure_bin_3–4 years,Tenure_bin_4–5 years,Tenure_bin_<2 years,Age_bin_30–39,Age_bin_40–49,Age_bin_50–59,Age_bin_60+
46,3,38,3,2,1,8475.0,1385,7090.0,0.611,1381,40,0.481,0.163,1,7.231287004327616,7.234177179749849,8.866581653303996,9.04499391938819,0.47685510419483734,0.3927175352856617,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
38,1,25,6,3,3,5559.0,658,4901.0,0.627,1793,37,0.947,0.118,1,7.492203042618741,6.490723534502507,8.497398564088058,8.623353387244627,0.48673782823690076,0.6662897263900626,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
31,0,22,3,3,2,2917.0,2127,790.0,1.074,1831,36,1.0,0.729,0,7.513163545234075,7.662937850461535,6.673297967767654,7.978653729082731,0.7294791098073357,0.6931471805599453,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
38,2,36,3,3,3,6692.0,2037,4655.0,0.401,1468,36,0.241,0.304,1,7.292337176173877,7.61972421378267,8.445911989411274,8.808817483100642,0.33718626735486995,0.21591750622247016,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
46,3,28,2,2,3,8551.0,1067,7484.0,0.931,1097,32,0.778,0.125,1,7.001245622069476,6.97354301952014,8.920656296853728,9.053920452704881,0.6580380034463774,0.5754891370917129,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
47,3,36,6,2,3,10569.0,0,10569.0,0.838,1682,44,1.0,0.0,1,7.428333194190806,0.0,9.265775078864284,9.265775078864284,0.6086780239334952,0.6931471805599453,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
47,3,36,5,2,2,7051.0,0,7051.0,0.527,1451,37,0.194,0.0,1,7.280697195384741,0.0,8.861066543517762,8.861066543517762,0.4233050262364954,0.17730901497041035,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
56,1,46,3,2,1,10117.0,2242,7875.0,0.662,1509,44,0.467,0.222,1,7.31986492980897,7.715569534520208,8.971575439759016,9.222071294851881,0.5080216964332565,0.3832194991608447,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
47,2,36,6,2,1,8311.0,0,8311.0,0.584,1895,57,0.425,0.0,1,7.547501682814967,0.0,9.025455532779063,9.025455532779063,0.45995329339223406,0.35417181372061385,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
47,4,41,5,3,2,26442.0,1642,24800.0,0.651,1403,40,0.429,0.062,1,7.247080584585756,7.404279118037268,10.118639253920785,10.182746751976826,0.501381164937991,0.3569748989477303,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
64,0,51,6,3,1,4920.0,1142,3778.0,0.507,1420,31,0.348,0.232,0,7.259116128097101,7.04141166379481,8.237214703349489,8.501267040865978,0.41012091964435843,0.2986220124901153,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
37,3,25,6,2,1,1438.3,674,764.3,2.18,1717,31,0.722,0.469,1,7.4489161025442,6.51471269087253,6.640267913815875,7.271912163268625,1.1568811967920856,0.543486406005539,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
42,1,29,5,2,2,26750.0,1204,25546.0,0.428,1131,29,0.318,0.045,1,7.0317412587631285,7.094234845924755,10.148275171908208,10.19432713480299,0.35627486391739266,0.27611543608031547,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
41,4,34,4,3,3,34516.0,1347,33169.0,0.801,1005,22,1.0,0.039,1,6.913737350659685,7.206377291472252,10.409401131941099,10.44920723527944,0.588342066193819,0.6931471805599453,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
65,0,36,3,3,2,1438.3,747,691.3,0.491,948,24,0.714,0.519,0,6.855408798609928,6.617402977974478,6.54001938768398,7.271912163268625,0.3994470357826014,0.538829820175588,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
49,3,41,6,2,2,1869.0,758,1111.0,0.91,1549,34,0.478,0.406,1,7.346010209913293,6.63200177739563,7.013915474810528,7.533693709848633,0.6471032420585385,0.39068982252601003,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
54,5,36,5,2,3,14539.0,0,14539.0,0.907,965,26,0.529,0.0,1,6.873163834212518,0.0,9.58465875108751,9.58465875108751,0.645531326618282,0.4246139269469253,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
46,3,36,5,1,3,26977.0,1961,25016.0,0.641,1958,41,1.05,0.073,1,7.580189417944541,7.581719640125308,10.127310872755094,10.202776998029625,0.4953058121079539,0.7178397931503169,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
50,2,36,3,1,3,5426.0,1478,3948.0,0.664,1266,22,0.571,0.272,1,7.144407180321139,7.2991214627108,8.28121766128665,8.599141774063405,0.5092243423990168,0.4517123592734841,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
50,3,34,6,1,3,7623.0,2517,5106.0,1.007,1367,29,1.071,0.33,1,7.221105098182496,7.831220214604293,8.538367426647644,8.939056445334039,0.696641069814201,0.7280315824134471,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
48,1,39,3,3,3,4844.0,1576,3268.0,0.809,1489,48,0.6,0.325,1,7.306531398939505,7.3632795869630385,8.092239406724211,8.485702524324866,0.5927742064131581,0.4700036292457355,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
62,0,52,6,1,1,2683.0,1707,976.0,1.254,1582,33,0.941,0.636,0,7.367077059881012,7.443078374348516,6.884486652042782,7.895063498091573,0.8127064156175846,0.6632033041868731,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
39,1,22,3,1,2,3214.0,2257,957.0,1.279,2516,42,0.75,0.702,1,7.830822995135316,7.722234744709607,6.86484777797086,8.07558263667172,0.8237367502635472,0.5596157879354227,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
46,1,39,4,3,3,5374.0,2324,3050.0,0.423,1557,49,0.4,0.432,1,7.351158226430694,7.751475318021456,8.02322468471667,8.589513852995864,0.3527673191077153,0.33647223662121295,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
41,2,33,5,3,3,8004.0,1452,6552.0,0.929,1084,32,0.524,0.181,1,6.98933526597456,7.2813856635702825,8.787678239039497,8.987821625430815,0.6570017339235921,0.42133845726445457,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
39,2,31,4,2,3,1438.3,997,441.3,1.867,2583,47,0.958,0.693,1,7.857093864902493,6.905753276311464,6.0919883848742815,7.271912163268625,1.0532661869012327,0.6719235441083187,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
46,2,34,3,3,3,2925.0,2365,560.0,0.691,1371,30,0.579,0.809,1,7.22402480828583,7.768956044538332,6.329720905522696,7.98139158158007,0.5253200699164432,0.45679173527350503,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
39,2,35,5,3,3,9235.0,1479,7756.0,0.843,1537,49,0.581,0.16,1,7.338238150065589,7.299797366758161,8.956350940490871,9.130864170474386,0.6113946786876863,0.45805755822733496,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
44,0,24,5,3,0,8837.0,2103,6734.0,0.559,3753,60,0.875,0.238,0,8.230577217146454,7.651595573857601,8.815073088844464,9.086815885690685,0.4440445900756395,0.6286086594223741,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
57,3,29,6,1,1,8801.0,1421,7380.0,0.568,1104,31,0.292,0.161,1,7.007600613951853,7.259819610363186,8.906664409770052,9.082734247371036,0.4498009219282161,0.2561914053604101,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
40,3,28,4,1,1,3563.0,1707,1856.0,0.506,1482,42,0.312,0.479,1,7.301822342137932,7.443078374348516,7.526717561352706,8.1786387885907,0.40945712937770185,0.2715526905218973,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
65,0,36,4,3,2,8138.0,2104,6034.0,0.837,1299,29,0.812,0.259,0,7.170119543449628,7.652070746116482,8.705331133531631,9.004422601327041,0.6081338062329886,0.5944312076207876,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
26,1,20,6,3,3,1438.3,673,765.3,0.595,2167,48,0.412,0.468,1,7.681560362559537,6.513230110912307,6.641573737976358,7.271912163268625,0.4668737362368079,0.3450071390710503,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
47,2,33,4,2,2,2458.0,1399,1059.0,0.739,1563,40,1.222,0.569,1,7.355001921105257,7.24422751560335,6.966024187106113,7.807510042216193,0.553310235372146,0.7984076912174383,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
47,4,34,5,2,3,4592.0,1635,2957.0,0.952,1772,52,0.486,0.356,1,7.480428306074208,7.400009517162692,7.992268643270745,8.432288684325794,0.6688544879909007,0.39608794629556743,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
57,2,45,2,1,3,1438.3,0,1438.3,1.036,1254,35,0.842,0.0,1,7.134890851565884,0.0,7.271912163268625,7.271912163268625,0.7109870986882764,0.6108519378331151,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
31,1,36,3,3,3,1868.0,1515,353.0,1.359,2229,35,0.667,0.811,1,7.709756864454165,7.323830566202317,5.869296913133774,7.533158807455563,0.858237800425538,0.511025603768657,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
54,4,49,3,1,2,5269.0,1099,4170.0,1.178,2195,63,0.969,0.209,1,7.694392802629421,7.003065458786462,8.335911094196945,8.569785641535407,0.7784070245107687,0.6775257996569884,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
43,2,36,3,3,3,20156.0,1759,18397.0,0.476,1362,28,0.556,0.087,1,7.217443431696533,7.473069088032197,9.819997242037102,9.91130690158826,0.3893357261782807,0.4421184257561999,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
39,2,35,4,3,2,7410.0,2517,4893.0,1.924,2398,37,1.176,0.34,1,7.782807262839695,7.831220214604293,8.495765244002618,8.910720661951359,1.072952541887532,0.7774883289936961,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
53,3,44,3,2,3,12163.0,2082,10081.0,1.554,2649,56,0.697,0.171,1,7.882314918980268,7.641564441260972,9.218506934642576,9.406236048797256,0.9376607576103476,0.5288619862520892,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
44,3,37,3,2,3,6224.0,0,6224.0,0.738,1463,34,0.889,0.0,1,7.288927694521257,0.0,8.736328721332908,8.736328721332908,0.5527350268432003,0.6360475885193725,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
59,0,49,3,3,3,4250.0,1095,3155.0,0.947,1174,27,0.8,0.258,0,7.069023426578259,6.999422467507961,8.057060681965766,8.35490952835879,0.6662897263900626,0.5877866649021191,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
53,3,40,6,3,1,12059.0,1978,10081.0,0.877,1836,36,0.895,0.164,1,7.515889085215125,7.590346945602565,9.218506934642576,9.397649470281177,0.6296747576043717,0.6392188385343897,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
34,3,28,5,1,3,2799.0,1762,1037.0,0.986,1817,39,0.56,0.63,1,7.505492274737424,7.47477218239787,6.945051063725834,7.937374696163295,0.6861225656229808,0.44468582126144574,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
47,4,36,3,1,1,18037.0,0,18037.0,0.74,1387,36,0.333,0.0,1,7.23561914106675,0.0,9.800235922725653,9.800235922725653,0.5538851132264376,0.2874320411965716,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
54,2,43,3,2,3,5657.0,1719,3938.0,0.606,2028,55,0.667,0.304,1,7.615298339825815,7.450079569807499,8.278682162970906,8.640825751861513,0.4737466155245699,0.511025603768657,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
42,2,33,6,1,1,13770.0,2517,11253.0,0.788,1582,36,0.385,0.183,1,7.367077059881012,7.831220214604293,9.328478899993224,9.530320210727126,0.5810976767513224,0.32570013963930183,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
53,3,44,6,2,3,4646.0,1730,2916.0,0.683,1774,37,0.85,0.372,1,7.4815557019095165,7.456454555176209,7.978310969867722,8.443977129084978,0.520577915208669,0.6151856390902335,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
50,2,35,3,3,1,2514.0,1521,993.0,0.638,1636,36,0.385,0.605,1,7.400620577371135,7.3277805384216315,6.901737206656574,7.83002808253384,0.4934759854308777,0.32570013963930183,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
56,0,51,3,2,3,14501.0,0,14501.0,0.854,1031,25,0.389,0.0,0,6.939253946041508,0.0,9.582041849931539,9.582041849931539,0.6173454671436635,0.3285840637722067,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
43,3,36,1,3,3,8663.0,288,8375.0,0.639,916,33,0.32,0.033,1,6.821107472256465,5.666426688112432,9.033125752550372,9.066931788680826,0.49408629976169266,0.2776317365982795,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
44,4,36,5,3,3,2333.0,1485,848.0,0.692,1198,31,0.722,0.637,1,7.089243155027514,7.303843225277705,6.744059186311348,7.755338812846501,0.5259112611840315,0.543486406005539,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
34,4,26,5,5,3,3038.0,1539,1499.0,0.707,2189,54,0.688,0.507,1,7.691656822810547,7.3395376954076745,7.313220387090301,8.019283792916793,0.5347374438123036,0.5235443961737654,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
61,1,52,6,6,1,8851.0,0,8851.0,0.731,1257,36,0.44,0.0,1,7.1372784372603855,0.0,9.08839870117094,9.08839870117094,0.5486992761940722,0.36464311358790924,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
54,0,44,6,3,1,2945.0,2206,739.0,0.983,1503,35,0.842,0.749,0,7.315883504509785,7.699389406256737,6.606650186198215,7.988203597022576,0.6846108495376589,0.6108519378331151,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
49,3,40,3,3,2,5267.0,0,5267.0,0.442,1353,24,0.263,0.0,1,7.21081845347222,0.0,8.569406062863171,8.569406062863171,0.36603103886275734,0.23348984336835407,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
56,3,45,2,1,3,8512.0,0,8512.0,1.038,811,27,1.25,0.0,1,6.699500340161678,0.0,9.049349685884057,9.049349685884057,0.7119689348005331,0.8109302162163288,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
47,1,36,4,3,2,19063.0,1714,17349.0,0.786,1270,21,0.615,0.09,1,7.147559271189454,7.44716835960004,9.761347785375005,9.855557018778578,0.5799784824543073,0.47933495667461984,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
53,4,33,5,3,3,5376.0,1177,4199.0,0.939,1840,53,0.606,0.219,1,7.518064181233078,7.071573364211532,8.34283980427146,8.589885876809678,0.6621723762605147,0.4737466155245699,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
30,0,13,5,1,2,7772.0,1890,5882.0,0.754,2585,75,0.829,0.243,0,7.857867559331803,7.544861068658458,8.679822114864455,8.958411469230219,0.5618988939499913,0.6037693694087286,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
39,2,29,6,1,1,9173.0,2047,7126.0,1.419,1807,33,0.737,0.223,1,7.4999765409521215,7.6246189861593985,8.871645667501872,9.124128675157117,0.8833542316278902,0.5521594872589679,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
44,2,35,4,1,3,34516.0,1726,32790.0,0.867,1729,52,0.677,0.05,1,7.455876687491824,7.454141078146678,10.397909366476442,10.44920723527944,0.6243328645595856,0.5170064828410719,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
54,3,36,5,1,2,11975.0,1542,10433.0,0.77,1211,35,0.4,0.129,1,7.10002716662926,7.341483852363161,9.252824983582338,9.390659926099465,0.5709795465857378,0.33647223662121295,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
46,2,36,3,2,3,15405.0,1691,13714.0,0.814,1763,44,0.189,0.11,1,7.475339236566737,7.433666540166168,9.526245403371703,9.64251232291291,0.5955343516929449,0.17311261770864478,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
43,3,38,6,1,1,2615.0,0,2615.0,0.589,1395,34,0.259,0.0,1,7.241366283322318,0.0,7.86940171257709,7.86940171257709,0.4631048875545789,0.2303177550622101,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
35,1,25,6,1,2,23991.0,2307,21684.0,0.912,1843,43,0.72,0.096,1,7.519692404116539,7.744136627627991,9.984376056269467,10.085475720428844,0.6481498146292095,0.5423242908253617,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
39,4,31,4,3,3,1888.0,1292,596.0,0.772,1517,33,1.357,0.684,1,7.325148957955575,7.164720378771857,6.391917113392602,7.543802867501509,0.5721088521828892,0.8573896239539941,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
61,1,54,3,2,2,3102.0,2091,1011.0,0.704,1977,50,1.0,0.674,1,7.589841512182657,7.645875825184813,6.919683849847411,8.04012466444838,0.532978428407124,0.6931471805599453,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
40,3,29,5,2,2,3170.0,2517,653.0,1.301,2027,49,0.815,0.794,1,7.614805364711073,7.831220214604293,6.483107351457199,8.061802274538348,0.8333438110532287,0.596085467716814,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
53,3,36,6,2,0,34516.0,1901,32615.0,0.914,1497,43,1.15,0.055,1,7.311886164077165,7.550661243105336,10.392558244499089,10.44920723527944,0.6491952930307625,0.7654678421395714,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
55,2,41,4,3,2,14938.0,0,14938.0,0.49,1134,31,0.632,0.0,1,7.034387929915503,0.0,9.611730522042317,9.611730522042317,0.3987761199573678,0.4898062565419153,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
41,2,24,6,2,2,17298.0,2310,14988.0,0.844,3663,65,0.806,0.134,1,8.20631072579402,7.745435610274381,9.615071877730596,9.758403975346978,0.611937125134402,0.5911144549947938,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
35,2,36,4,3,3,3131.0,629,2502.0,0.749,1483,31,0.632,0.201,1,7.302496423727326,6.4457198193855785,7.8252452914317745,8.049427057110695,0.559044196036465,0.4898062565419153,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
61,1,47,3,2,2,11915.0,1631,10284.0,0.748,1956,63,0.537,0.137,1,7.579167967396076,7.397561535524052,9.238441802087058,9.385637313833174,0.5584722772333437,0.42983246455645885,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
51,2,39,3,3,1,16868.0,0,16868.0,0.938,940,25,0.471,0.0,1,6.846943139585379,0.0,9.733232896960311,9.733232896960311,0.6616565134685745,0.38594244161930047,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
42,3,35,4,3,3,3266.0,1900,1366.0,1.568,2183,56,0.75,0.582,1,7.688913336864796,7.550135342488429,7.220373836723949,8.09162741160107,0.9431273858277147,0.5596157879354227,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
46,2,30,3,3,3,2770.0,1286,1484.0,1.068,2920,74,0.721,0.464,1,7.979681302387741,7.160069207596127,7.3031700512368,7.9269635448629785,0.7265819566461827,0.5429055172294024,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
46,4,40,3,2,2,3556.0,2172,1384.0,0.402,1221,41,0.708,0.611,1,7.108244139731541,7.6838639802564295,7.233455418621439,8.176672771948455,0.3378997886123984,0.5353230953663781,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
46,4,35,3,2,2,9149.0,1566,7583.0,0.971,1790,60,0.765,0.171,1,7.490529402060711,7.356918242356021,8.933796043934858,9.121509158269568,0.6785410281705831,0.5681506903852601,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
26,0,19,4,1,2,1438.3,0,1438.3,0.472,2005,47,0.469,0.0,0,7.603897968521881,0.0,7.271912163268625,7.271912163268625,0.38662202030668447,0.38458189719174024,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
46,3,35,4,3,3,14701.0,1635,13066.0,0.618,3490,69,0.533,0.111,1,8.157943507105037,7.400009517162692,9.477845246989146,9.595738817934032,0.4811908186362999,0.4272265998896771,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
62,1,44,5,2,2,14825.0,962,13863.0,0.76,1904,49,0.531,0.065,1,7.552237287560802,6.870053411798126,9.537050831395442,9.604137675216665,0.5653138090500605,0.4259211166755467,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
55,2,49,4,5,3,10127.0,1873,8254.0,0.573,1647,53,0.472,0.185,1,7.4073177104694174,7.535830462798367,9.018574356354229,9.223059144383958,0.45298462407614076,0.38662202030668447,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
55,2,45,5,1,2,2929.0,2431,498.0,1.632,1903,39,0.625,0.83,1,7.55171221535131,7.796469243086058,6.212606095751519,7.982757702011113,0.9677440134630707,0.4855078157817008,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
32,0,24,5,2,0,3735.0,1176,2559.0,1.184,1564,41,0.708,0.315,0,7.355641102974253,7.0707241072602764,7.847762537473608,8.225770799348734,0.7811580578826586,0.5353230953663781,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
37,4,18,5,1,2,2930.0,2024,906.0,0.903,1686,34,0.7,0.691,1,7.430707082545968,7.613324979540639,6.810142450115136,7.983098940710892,0.6434315883140125,0.5306282510621704,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
33,4,29,6,2,3,12716.0,1496,11220.0,1.032,2412,64,0.6,0.118,1,7.7886260656250315,7.311218384419629,9.325542301664866,9.450694960020746,0.7090205297162355,0.4700036292457355,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
42,2,32,5,2,2,22120.0,1805,20315.0,0.65,3981,65,0.667,0.082,1,8.289539484624141,7.498869733976931,9.919164031921136,10.004282662571022,0.5007752879124893,0.511025603768657,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
33,2,22,3,3,3,1438.3,681,757.3,1.542,2730,48,0.778,0.473,1,7.912423121473705,6.525029657843462,6.63107908570689,7.271912163268625,0.9329511727672624,0.5754891370917129,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
60,0,36,3,2,2,4546.0,0,4546.0,0.66,1361,34,0.308,0.0,0,7.216709486709457,0.0,8.42222295382501,8.42222295382501,0.5068176023684519,0.26849925303500694,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
65,1,47,3,2,1,1759.0,0,1759.0,1.058,821,18,0.5,0.0,1,6.71174039505618,0.0,7.473069088032197,7.473069088032197,0.7217346374118578,0.4054651081081644,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
57,1,36,3,3,3,4829.0,2418,2411.0,0.601,938,21,0.4,0.501,1,6.844815479208263,7.791109510610028,7.788211557847076,8.482601746646619,0.4706284340145776,0.33647223662121295,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
59,0,47,5,3,2,7692.0,1678,6014.0,1.423,1861,42,0.5,0.218,0,7.529406457837013,7.425953657077541,8.70201162840878,8.948066103458935,0.8850064418343887,0.4054651081081644,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
